hexID,t.count,t.pos,t.neg,t.neu,i.count,i.pos,i.neg,i.neu,t.norm,i.norm,odds
576,4,2.18266666666667,0.699,1.11733333333333,1,0,0,0,0.370916666666667,0,0
577,1,0,0,0,1,0,0,0,0,0,0
578,4,2.33566666666667,0.356,1.30866666666667,21,10.19,4.3975,5.411,0.494916666666667,0.275833333333333,0.229211645403991
579,11,5.3675,2.267,3.3655,25,11.8895,2.30558333333333,7.80125,0.281863636363636,0.383356666666667,0.451448757306867
580,1,0,0,0,1,0,0,0,0,0,0
581,2,0.896,0.755,0.349,1,0,0,0,0.0705,0,0
582,14,8.0851568627451,1.20113725490196,4.71337254901961,84,44.8837666666667,8.68413333333333,26.4310333333333,0.49171568627451,0.430948015873016,0.180135435664084
583,3561,1954.30545818071,623.301588095238,961.510551465202,1315,713.74991972472,158.665882187257,365.663376789877,0.373772499321952,0.422117138811759,2.73808151030609
584,2200,1139.51674508131,458.495532715895,597.129466448829,954,528.95784714905,118.983445985301,266.122013101956,0.309555096529733,0.429742558871854,2.15426758714899
585,78,42.0215976190476,14.8373428571429,21.1427738095238,1,0,0,0,0.348516086691087,0,0
586,186,97.7243166666667,38.5496214285714,49.7501785714286,78,43.06875,8.65481666666667,22.2838666666667,0.318143522785458,0.441204273504273,2.26903071639336
587,3,1.986,0.294,0.72,1,0,0,0,0.564,0,0
588,2,0.801,0.447,0.752,1,0,0,0,0.177,0,0
589,3,1.2638,0.7244,1.0108,4,2.1498,0.6094,1.2418,0.1798,0.3851,0.587868638943157
590,134,77.9040166666667,19.6536,36.4504166666667,117,66.8520523809524,11.5239857142857,29.6239952380952,0.43470460199005,0.472889458689459,1.16531974549914
591,127,64.3768333333333,27.2617277777778,35.3693666666667,25,13.5465,2.95033333333333,7.50466666666667,0.292244925634296,0.423846666666667,4.75228533815623
592,464,245.78505952381,86.4693023809524,125.78900952381,307,172.092361111111,34.9503722222222,87.9757277777778,0.343352924876847,0.446716576185306,1.42821597621709
593,114,55.6254119047619,24.3053357142857,31.075369047619,38,20.5225,5.51983333333333,10.9546666666667,0.274737510442774,0.39480701754386,2.71045983212386
594,149,74.4050757575758,34.1765691919192,40.4143227272727,231,124.745645238095,24.4134214285714,63.847680952381,0.269989976950715,0.43433863121006,0.596454293980065
595,1360,720.590091666667,249.041935714286,378.438275,1368,729.270304928164,157.870315645586,376.858293791957,0.346726585259104,0.417690050645159,0.988097399273165
596,1285,665.99093968254,262.22145952381,349.835546031746,1363,736.189320238095,153.369926190476,373.505389285714,0.31421749428695,0.427600435838312,0.904646293248519
597,3801,2002.30853809431,719.310733896659,1057.79867116125,3135,1745.77902854368,356.521948280886,855.758634085359,0.337542174216694,0.443144204230556,1.14694271460268
598,5861,3013.67592020202,1205.91383336941,1618.81682316017,3383,1881.77456649984,391.093389251761,947.264217531162,0.308439189017678,0.440638834539781,1.60150741425289
599,2319,1256.91432936508,391.807311294261,641.412420665446,3456,1867.66291651959,385.545203232878,942.927404489954,0.373051754234937,0.428853505001943,0.672987785026728
600,214,109.47175,29.8509166666667,73.6355833333333,630,335.131025396825,61.3300023809524,196.580002380952,0.372059968847352,0.434604798437894,0.326653582342535
601,20,12.1235,2.08575,5.79,61,31.9381666666667,5.8775,18.1868333333333,0.5018875,0.427224043715847,0.379592859118401
602,1,0,0,0,1,0,0,0,0,0,0
603,494,291.903157575758,51.1679863636364,141.977976767677,1,0,0,0,0.487318160348424,0,0
604,717,417.825980059524,80.4258478174603,204.736163492063,1,0,0,0,0.470572011495207,0,0
605,9,4.142,1.394,3.459,1,0,0,0,0.305333333333333,0,0
606,6,3.5065,0.968,1.5265,1,0,0,0,0.423083333333333,0,0
607,1,0.468,0.247,0.285,1,0,0,0,0.221,0,0
608,1,0,0,0,1,0,0,0,0,0,0
609,1,0,0,0,1,0,0,0,0,0,0
610,1,0,0,0,1,0,0,0,0,0,0
611,1,0,0,0,1,0,0,0,0,0,0
612,1,0,0,0,1,0,0,0,0,0,0
613,1,0,0,0,1,0,0,0,0,0,0
614,1,0,0,0,1,0,0,0,0,0,0
615,1,0,0,0,1,0,0,0,0,0,0
616,1,0.399,0.2335,0.368,6,1.9755,0.4065,1.618,0.1655,0.2615,0.201974183750949
617,5,2.44666666666667,1.18533333333333,1.367,14,6.64411666666667,1.54653333333333,3.80908333333333,0.252266666666667,0.364113095238095,0.368245590710578
618,1,0,0,0,1,0,0,0,0,0,0
619,6,2.812,1.623,1.564,9,5.46,0.682,2.856,0.198166666666667,0.530888888888889,0.515018315018315
620,73,34.8423333333333,13.09095,25.0658833333333,92,44.5434333333333,12.16505,27.2890166666667,0.297964155251142,0.351938949275362,0.782210322060191
621,3676,1938.20261129426,731.438857473083,993.415831955544,1922,1049.90593806471,219.613132448107,546.577238247863,0.328281761104782,0.431994175659004,1.84607262519816
622,59,30.2312446236559,14.0997661290323,14.6770591397849,268,143.51709668568,26.9838715149944,78.4997441145968,0.273414889739384,0.434825467054796,0.210645597784535
623,43,20.3995,11.877,10.7231666666667,1,0.763,0.033,0.204,0.198197674418605,0.73,26.7359108781127
624,13,7.56016666666667,2.179,3.26366666666667,1,0,0,0,0.413935897435897,0,0
625,1877,979.907684619837,226.027996539583,647.00196055497,254,123.540521717172,29.7463042929293,82.7218801948052,0.401640750175948,0.369268572536387,7.93187264388599
626,81,40.9330179487179,13.8331286324786,25.2457799145299,224,116.819785714286,22.9037083333333,65.289255952381,0.334566534768387,0.419268202593537,0.350394564571713
627,152,71.71925,32.7369166666667,45.5518333333333,193,101.509125084175,19.831113973064,49.6689494949495,0.256462719298246,0.423202130109384,0.706530077375091
628,322,170.990441025641,65.3169474358974,84.7061961538462,524,298.907250721501,55.9631042568543,139.146173484848,0.328178551520943,0.463633867298944,0.57205183418236
629,58,27.8928333333333,15.1380833333333,13.9743333333333,8,2.5385,1.1998,2.2614,0.219909482758621,0.1673375,10.987919374959
630,30,14.5113333333333,5.93075,9.55725,1,0,0,0,0.286019444444444,0,0
631,34,16.2696666666667,7.26742857142857,8.46569047619048,1,0,0,0,0.264771708683473,0,0
632,50,26.6113227272727,9.55879090909091,13.8391363636364,147,71.9732416666667,17.6091333333333,43.4195083333333,0.341050636363636,0.369823866213152,0.369739115691344
633,102,54.3309,20.0998833333333,27.5681666666667,24,12.02585,2.13788333333333,5.83751666666667,0.335598202614379,0.411998611111111,4.51784281360569
634,63,33.5671825396825,11.1079087301587,18.3275198412698,203,103.843705555556,24.3682111111111,61.7851888888889,0.356496409674981,0.391504898741106,0.323247156484842
635,2243,1095.48746583694,462.897428174603,678.676206277056,3136,1755.18565583583,342.761416672217,820.162097563548,0.282028550005501,0.450390382386357,0.624143356114235
636,2485,1345.91637113997,440.197401984127,684.967815367965,2635,1472.67901414419,294.847548199023,736.541177314352,0.364474434267945,0.446994863736306,0.913923779868702
637,190,99.724425,34.7426833333333,51.5448,294,167.094233333333,35.4630333333333,81.4485416666667,0.342009166666667,0.447725170068027,0.596815479568714
638,112,56.0409523809524,10.2920880952381,36.6686571428571,78,43.043519047619,7.83075476190476,25.1264,0.40847200255102,0.451445695970696,1.30196028626178
639,1,0,0,0,1,0,0,0,0,0,0
640,2,1.216,0.233,0.55,1,0,0,0,0.4915,0,0
641,3,1.465,0.288,1.247,1,0,0,0,0.392333333333333,0,0
642,132,74.3494571428571,14.4086571428571,42.2415666666667,1,0,0,0,0.45409696969697,0,0
643,1,0,0,0,1,0,0,0,0,0,0
644,1,0,0,0,1,0,0,0,0,0,0
645,1,0,0,0,1,0,0,0,0,0,0
646,2,1.386,0.146,0.468,1,0,0,0,0.62,0,0
647,58,27.2496666666667,12.7648333333333,14.9865,25,11.7415,4.89833333333333,8.3615,0.249738505747126,0.273726666666667,2.32079944356911
648,1,0,0,0,2,0.955833333333333,0.19625,0.847916666666667,0,0.379791666666667,0
649,1,0,0,0,1,0,0,0,0,0,0
650,1,0,0,0,1,0,0,0,0,0,0
651,1,0,0,0,1,0,0,0,0,0,0
652,1,0,0,0,1,0,0,0,0,0,0
653,1,0,0,0,1,0,0,0,0,0,0
654,1,0,0,0,1,0,0,0,0,0,0
655,1,0,0,0,1,0,0,0,0,0,0
656,4,2.22766666666667,0.711,1.06333333333333,1,0,0,0,0.379166666666667,0,0
657,9,2.4745,0.5395,0.986,1,0,0,0,0.215,0,0
658,4,1.698,1.07,1.233,1,0,0,0,0.157,0,0
659,11,5.83633333333333,2.07383333333333,3.08916666666667,1,0,0,0,0.342045454545455,0,0
660,1,0.457666666666667,0.097,0.445333333333333,1,0,0,0,0.360666666666667,0,0
661,45,23.5608,8.4003,13.0394333333333,201,107.03105,26.0996583333333,50.86725,0.3369,0.402643739635158,0.220130513528551
662,109,55.4601666666667,21.9180357142857,29.6197142857143,256,114.74555,29.2578833333333,103.93305,0.307725972040192,0.333936197916667,0.483331742857711
663,32,16.4495714285714,5.145,10.4085714285714,118,53.4659166666667,15.8099166666667,37.7245,0.353267857142857,0.319118644067797,0.307664629246447
664,93,44.0959047619048,23.1229166666667,25.7878571428571,1,0,0,0,0.225516001024066,0,0
665,12,6.19736666666667,2.65866666666667,3.14786666666667,1,0,0,0,0.294891666666667,0,0
666,12,6.0165,2.601,3.3795,1,0.4865,0.098,0.4155,0.284625,0.3885,12.3669064748201
667,77,36.777,19.5064166666667,20.72375,91,47.1209142857143,14.4416761904762,26.4466095238095,0.22429329004329,0.359112506541078,0.780481460461597
668,35,17.5023333333333,8.41166666666667,9.092,10,4.72716666666667,1.1595,3.11266666666667,0.259733333333333,0.356766666666667,3.70249973557099
669,625,323.317681349206,112.55894077381,177.150699404762,37,17.3425833333333,6.781,10.8764166666667,0.337213984920635,0.285448198198198,18.642994249177
670,1462,755.354283520075,319.042463935574,379.648095004669,1,0,0,0,0.298434897116621,0,0
671,201,109.610564285714,21.8017857142857,52.6114166666667,1,0,0,0,0.436859594882729,0,0
672,40,24.4255,3.66316666666667,11.9113333333333,40,20.5351666666667,3.48441666666667,14.9705,0.519058333333333,0.42626875,1.18944737077047
673,45,23.375,7.41433333333333,14.2109166666667,926,476.592096428571,92.2099392857143,266.185967857143,0.354681481481481,0.415099521752546,0.049046134367659
674,4,1.975,0.9005,1.1245,7,3.96,0.519,1.521,0.268625,0.491571428571429,0.498737373737374
675,7,2.413,1.109,2.475,36,18.3700595238095,4.74590476190476,11.8848571428571,0.186285714285714,0.378448743386243,0.131355045250262
676,319,176.615102705628,37.0414143939394,99.3675888528139,639,349.712229100529,73.1548497354497,168.166210846561,0.437535073077393,0.432797150806071,0.505029815971513
677,27,11.9319166666667,3.00991666666667,8.05533333333333,1,0,0,0,0.330444444444444,0,0
678,5,3.205,0.452666666666667,1.34233333333333,1,0,0,0,0.550466666666667,0,0
679,2,0.94,0.542,0.517,1,0,0,0,0.199,0,0
680,12,6.23225,2.4205,3.34725,1,0,0,0,0.317645833333333,0,0
681,10,5.471,1.4565,3.075,1,0,0,0,0.40145,0,0
682,11,5.1545,1.415,3.4305,32,14.6716666666667,4.09516666666667,10.2293333333333,0.339954545454545,0.330515625,0.351323412473021
683,4,2.36,0.39,1.249,1,0,0,0,0.4925,0,0
684,25,13.3703333333333,2.80766666666667,7.8215,1,0,0,0,0.422506666666667,0,0
685,1,0,0,0,1,0,0,0,0,0,0
686,1,0.461,0.267,0.272,1,0,0,0,0.194,0,0
687,1,0.564,0.155,0.281,1,0,0,0,0.409,0,0
688,1,0,0,0,1,0,0,0,0,0,0
689,1,0,0,0,1,0,0,0,0,0,0
690,1,0,0,0,15,6.88949047619048,1.86218095238095,4.24723333333333,0,0.335153968253968,0
691,1,0,0,0,1,0,0,0,0,0,0
692,1,0,0,0,1,0,0,0,0,0,0
693,1,0,0,0,1,0,0,0,0,0,0
694,1,0,0,0,1,0,0,0,0,0,0
695,1,0,0,0,1,0,0,0,0,0,0
696,185,91.23745,43.3051,49.47345,73,36.5941333333333,6.93968333333333,22.4680833333333,0.259093783783784,0.406225342465753,2.49322614553881
697,16,7.1985,4.1905,4.6125,10,4.75066666666667,2.04833333333333,3.20166666666667,0.188,0.270233333333333,1.51526101599775
698,63,36.3656477272727,8.08102272727273,18.5630654761905,1,0,0,0,0.448962301587302,0,0
699,1,0.661,0.101,0.238,22,10.2998333333333,2.11541666666667,5.58633333333333,0.56,0.372018939393939,0.0641757957248499
700,1,0,0,0,1,0,0,0,0,0,0
701,92,46.1101666666667,21.1220166666667,23.7652166666667,57,29.2267777777778,5.31583333333333,15.4561666666667,0.271610326086957,0.419490253411306,1.57766850034785
702,254,125.747933333333,54.8832,71.3823666666667,620,299.361056349206,74.9548376984127,191.729991468254,0.27899501312336,0.361945513952893,0.420054414782154
703,64,35.4589166666667,11.4498416666667,17.096325,31,15.7845333333333,4.09483333333333,8.12283333333333,0.375141796875,0.377087096774194,2.2464342732126
704,135,81.2343166666667,19.8685666666667,33.9046166666667,1,0,0,0,0.454561111111111,0,0
705,112,59.7119380952381,20.4651404761905,30.8317976190476,301,137.5677,31.0661345238095,98.3767107142857,0.350417835884354,0.353825798924221,0.434054927829993
706,115,72.3395178571429,12.4640178571429,30.198619047619,67,28.8050320512821,16.2779358974359,18.9210256410256,0.52065652173913,0.186971584385764,2.51135002135584
707,2,0.941,0.2285,0.8305,1,0,0,0,0.35625,0,0
708,364,139.589383333333,47.96565,88.44395,1,0,0,0,0.251713553113553,0,0
709,3877,2000.60405485067,822.51165382937,1031.10233056195,1,0,0,0,0.303867010838612,0,0
710,2720,1400.823249112,579.987091477966,716.402618068043,1,0,0,0,0.301777999130159,0,0
711,121,70.3556666666667,14.32995,35.3593,1,0,0,0,0.463022451790634,0,0
712,73,36.086,11.14525,24.76525,232,109.887366666667,24.77755,69.3207166666667,0.341654109589041,0.366852658045977,0.328390797728947
713,5,2.717,0.728,1.553,1,0,0,0,0.3978,0,0
714,11,5.12916666666667,1.53683333333333,4.3365,70,36.8646,9.0682,18.0753666666667,0.326575757575758,0.397091428571429,0.139135286064861
715,4,2.246,0.7715,0.983,1,0,0,0,0.368625,0,0
716,257,148.164933333333,25.6630857142857,78.1869880952381,1,0,0,0,0.476660885677228,0,0
717,21,10.87175,3.05758333333333,6.06933333333333,1,0,0,0,0.372103174603175,0,0
718,1,0,0,0,1,0,0,0,0,0,0
719,1,0,0,0,1,0,0,0,0,0,0
720,1,0,0,0,1,0,0,0,0,0,0
721,4,1.9865,0.4435,1.569,9,3.35566666666667,0.776,1.86933333333333,0.38575,0.28662962962963,0.591983709148704
722,1,0,0,0,1,0,0,0,0,0,0
723,1,0,0,0,1,0,0,0,0,0,0
724,1,0,0,0,1,0,0,0,0,0,0
725,1,0,0,0,1,0,0,0,0,0,0
726,1,0,0,0,1,0,0,0,0,0,0
727,1,0,0,0,1,0,0,0,0,0,0
728,1,0,0,0,1,0,0,0,0,0,0
729,1,0,0,0,1,0,0,0,0,0,0
730,1,0,0,0,1,0,0,0,0,0,0
731,1,0,0,0,1,0,0,0,0,0,0
732,1,0,0,0,1,0,0,0,0,0,0
733,1,0.217,0.591,0.192,1,0,0,0,-0.374,0,0
734,14,8.00975,1.59175,4.39925,1,0,0,0,0.458428571428571,0,0
735,27,14.471,3.37716666666667,8.16,1,0,0,0,0.410882716049383,0,0
736,9,4.38333333333333,2.1635,2.45466666666667,3,1.9935,0.2765,0.731,0.246648148148148,0.572333333333333,2.19881280829362
737,1,0.615666666666667,0.0996666666666667,0.285,9,5.06,0.854166666666667,2.08733333333333,0.516,0.467314814814815,0.12167325428195
738,1,0,0,0,7,3.5395,0.781,1.68,0,0.394071428571429,0
739,12,6.2078,2.2964,3.4978,64,34.9318404761905,9.10047857142857,16.9713476190476,0.32595,0.403615029761905,0.177711792890822
740,138,68.8001452380952,28.0064666666667,38.1918047619048,1,0,0,0,0.295606366459627,0,0
741,3765,1902.46279816017,873.692073412698,978.987136652237,1,0,0,0,0.273245876426952,0,0
742,5379,2819.54206496048,1066.50114209351,1464.25036381513,190,111.281583333333,20.329425,52.3821773809524,0.325904614773559,0.478695570175439,25.3370052842869
743,5563,2872.95486571674,1191.03505991618,1481.24541171869,1760,991.665394803631,210.34688286514,490.029429635475,0.302340428869416,0.443930972692325,2.89710105925965
744,92,48.4809666666667,17.1043083333333,25.4181,872,452.310826190476,85.5240130952381,240.239063095238,0.341050634057971,0.420627079237658,0.107185068009516
745,5,3.2495,0.5155,1.2345,1,0,0,0,0.5468,0,0
746,6628,3455.15760152979,1388.67981826714,1747.29913510673,1,0,0,0,0.311779991439748,0,0
747,5723,2977.02470630497,1128.73772660558,1578.37522708501,1,0,0,0,0.322957710938212,0,0
748,1028,539.208191483516,211.353751373626,269.490217948718,1,0,0,0,0.31892455263608,0,0
749,1,0,0,0,1,0,0,0,0,0,0
750,1,0,0,0,1,0,0,0,0,0,0
751,2,0.809,0.474,0.717,21,11.437,2.331,6.23266666666667,0.1675,0.433619047619048,0.0707353326921395
752,1,0,0,0,1,0,0,0,0,0,0
753,1,0,0,0,1,0,0,0,0,0,0
754,1,0,0,0,1,0,0,0,0,0,0
755,1,0,0,0,1,0,0,0,0,0,0
756,1,0,0,0,1,0,0,0,0,0,0
757,1,0,0,0,1,0,0,0,0,0,0
758,1,0,0,0,1,0,0,0,0,0,0
759,1,0,0,0,1,0,0,0,0,0,0
760,50,27.10725,6.93483333333333,15.9648333333333,1,0,0,0,0.403448333333333,0,0
761,12,7.672,0.9955,3.332,1,0.674,0.042,0.285,0.556375,0.632,11.3827893175074
762,15,8.42706060606061,2.2020303030303,4.37339393939394,208,103.429975,25.0391448412698,62.5547611111111,0.41500202020202,0.376878991147741,0.0814759996418892
763,9,5.254,1.32933333333333,2.41833333333333,28,15.14325,3.4954,9.36298333333333,0.436074074074074,0.415994642857143,0.346953263004969
764,1,0.532,0.101,0.367,18,8.7786,2.0475,5.1739,0.431,0.37395,0.0606019183013237
765,2,0.8825,0.6975,0.421,14,6.894,2.30766666666667,3.8,0.0925,0.327595238095238,0.12800986364955
766,1956,1009.66195851371,389.73893459596,532.695719083694,40,21.7815833333333,5.34791666666667,11.8668888888889,0.316934061307643,0.410841666666667,46.3539285947398
767,4160,2133.16617357328,912.943159540939,1095.16992931441,1,0,0,0,0.293322839911621,0,0
768,9458,4884.37819194653,1901.93131634746,2621.23703793617,1461,835.116345699271,166.196506917632,396.803862376662,0.315335892958244,0.457850676784147,5.84873977991256
769,7566,3970.74972997687,1585.36520245664,1989.21833768027,2731,1478.80043127036,325.024134766704,773.131907133226,0.315276834195113,0.422473927683508,2.68511534485136
770,198,102.537445833333,39.5285994047619,55.9428761904762,276,154.865264285714,27.5278853174603,76.6168583333333,0.318226497113997,0.461367315102369,0.662107453897213
771,1176,603.270175396825,242.470184126984,320.325855555556,1857,1030.65141924603,209.916979563492,494.546681547619,0.306802713664831,0.441967926592644,0.585329010499151
772,3184,1634.79720695971,718.540537179487,818.926331623932,27,14.75225,3.64716666666667,8.60366666666667,0.287769054579215,0.411299382716049,110.816804688079
773,281,143.941704761905,60.9810928571429,74.0871285714286,3,1.459,0.103,0.438,0.295233494322996,0.452,98.6577825647051
774,1,0,0,0,1,0,0,0,0,0,0
775,1,0,0,0,1,0,0,0,0,0,0
776,1,0,0,0,1,0,0,0,0,0,0
777,1,0,0,0,1,0,0,0,0,0,0
778,1,0,0,0,1,0,0,0,0,0,0
779,1,0,0,0,1,0,0,0,0,0,0
780,7,2.813,0.666,2.522,1,0,0,0,0.306714285714286,0,0
781,1,0,0,0,1,0,0,0,0,0,0
782,40,22.0360138888889,4.55260555555556,13.4107527777778,1,0.607,0.036,0.357,0.437085208333333,0.571,36.303153029471
783,1,0,0,0,1,0,0,0,0,0,0
784,6,3.4634,1.0786,1.457,1,0,0,0,0.397466666666667,0,0
785,26,12.452,6.592,6.9525,1,0,0,0,0.225384615384615,0,0
786,877,444.089688095238,188.784830952381,239.149076190476,1,0,0,0,0.291111581690829,0,0
787,816,417.314499359138,167.244957471777,225.47700571471,44,22.6125,5.71491666666667,12.67175,0.306457771920786,0.384035984848485,18.4550359031128
788,1507,793.151407467533,304.048076623377,402.879945887446,1142,579.572865413651,137.925677975446,310.50856436426,0.3245543004938,0.386731337511563,1.36851025090943
789,790,408.129575702076,156.728677472527,223.19168962149,918,503.47969404331,109.110263722258,248.487238901099,0.318228985100694,0.429596329325764,0.810617747906568
790,4090,2069.24602111944,885.735607269952,1103.19012338939,4121,2314.22818049543,489.569753246753,1126.34666684704,0.289366849351952,0.442770790402494,0.894140879693398
791,681,360.667028571429,131.978760714286,187.376775,809,435.110475369075,97.3581867354867,221.558998548674,0.335812434445144,0.417493558261543,0.828909090882031
792,5,2.24,1.6145,1.1435,15,7.56316666666667,1.766,4.67066666666667,0.1251,0.386477777777778,0.296172238259988
793,1,0,0,0,1,0,0,0,0,0,0
794,1,0.592,0.092,0.316,1,0,0,0,0.5,0,0
795,1,0,0,0,1,0,0,0,0,0,0
796,7,4.06883333333333,0.977666666666667,1.95266666666667,1,0,0,0,0.441595238095238,0,0
797,8,4.1004,1.5107,2.3914,117,55.1286619047619,20.8513285714286,38.0013,0.3237125,0.292968660968661,0.0743787325562824
798,45,21.4846666666667,10.54325,11.9735,274,146.317935714286,32.417330952381,79.2708666666667,0.243142592592593,0.415695637817171,0.146835496016153
799,525,260.137528937729,107.251975152625,153.618128571429,526,280.637596248196,63.8365893217893,160.522406637807,0.291210578638293,0.412169214688987,0.926951814067218
800,151,80.0597222222222,28.1738888888889,41.7784555555556,348,188.035467490843,34.4329167582418,91.5348001831502,0.343614790286976,0.441386640036209,0.425769261993731
801,242,129.97556503268,41.3284210784314,66.7196810457516,822,430.943473809524,82.2106595238095,281.707309523809,0.366310512207638,0.424249165797706,0.301606992405989
802,60,31.579880952381,9.89107142857143,17.5300476190476,1,0,0,0,0.361480158730159,0,0
803,1,0,0,0,1,0,0,0,0,0,0
804,1,0,0,0,6,3.34825,0.9065,1.7465,0,0.406958333333333,0
805,37,16.8545666666667,7.9846,11.1595333333333,50,27.8125833333333,6.13575,14.048,0.239728828828829,0.433536666666667,0.606005075640223
806,155,77.5688294372294,34.4171455988456,42.0262245310245,40,22.9611944444444,4.35044444444444,12.6906111111111,0.278397960247638,0.46526875,3.37825759129868
807,26,14.2496333333333,3.84183333333333,7.90658333333333,1,0,0,0,0.4003,0,0
808,29,14.85025,6.0707297979798,8.08448611111111,1,0,0,0,0.302742075931731,0,0
